date,open,high,low,close,volume
2024-10-01,260.0,264.5,258.0,258.0,4119105
2024-10-04,263.0,267.5,260.5,263.0,7871172
2024-10-07,267.0,268.5,265.0,268.0,6364851
2024-10-08,266.5,266.5,261.5,265.0,3965279
2024-10-09,268.0,269.5,260.5,260.5,6534928
2024-10-11,263.0,268.0,262.5,266.0,4415742
2024-10-14,266.0,266.5,262.5,264.5,3546003
2024-10-15,266.0,271.5,265.5,268.5,7943590
2024-10-16,264.0,268.0,263.0,265.0,4497115
2024-10-17,268.5,276.5,268.5,270.5,10610421
2024-10-18,274.5,277.0,266.5,267.5,8592258
2024-10-21,270.0,272.5,269.0,269.0,3744337
2024-10-22,270.5,274.0,268.0,274.0,5754691
2024-10-23,274.0,277.0,271.5,276.5,5459289
2024-10-24,276.0,276.0,269.0,270.0,5261856
2024-10-25,271.0,276.5,271.0,275.0,4629976
2024-10-28,276.0,276.0,267.5,271.0,6418425
2024-10-29,270.0,270.0,261.5,263.5,5035998
2024-10-30,265.0,266.0,261.0,261.5,3207452
2024-11-01,256.0,285.0,256.0,282.0,22551865
2024-11-04,283.0,284.5,277.5,278.5,11755180
2024-11-05,281.0,297.5,280.0,294.0,27098414
2024-11-06,297.0,308.0,297.0,303.0,35589881
2024-11-07,304.0,309.0,303.0,304.5,16853053
2024-11-08,305.5,309.0,301.5,305.5,13104901
2024-11-11,306.0,310.0,303.0,303.0,8639082
2024-11-12,300.0,302.0,295.0,295.0,9509104
2024-11-13,296.5,301.5,292.0,300.5,10649627
2024-11-14,301.5,302.5,291.0,291.0,10360833
2024-11-15,285.0,288.5,273.5,282.5,17440210
2024-11-18,280.0,280.5,270.0,275.5,14929014
2024-11-19,276.0,284.0,274.5,282.5,7164863
2024-11-20,284.5,286.5,279.0,279.0,7918436
2024-11-21,280.0,286.0,277.0,280.0,6455396
2024-11-22,284.5,286.5,281.5,281.5,4955258
2024-11-25,285.5,292.0,283.0,283.0,8617746
2024-11-26,282.0,289.0,278.0,284.0,5513755
2024-11-27,282.0,286.5,271.5,271.5,9081414
2024-11-28,273.0,275.0,266.0,270.0,6534428
2024-11-29,269.0,273.5,268.0,271.5,4585781
2024-12-02,275.5,277.5,272.5,273.5,2462083
2024-12-03,280.0,281.0,276.5,278.0,3323456
2024-12-04,280.0,283.0,279.0,282.0,3445986
2024-12-05,284.0,284.0,281.0,281.5,2742005
2024-12-06,283.0,285.0,280.0,281.5,2224415
2024-12-09,283.0,284.0,275.0,277.5,5466899
2024-12-10,276.5,277.0,272.0,274.0,3579449
2024-12-11,272.0,275.5,270.0,274.5,2462068
2024-12-12,274.5,276.0,271.0,271.5,4000678
2024-12-13,271.0,272.5,268.0,268.0,3012237
2024-12-16,270.0,271.5,259.0,260.0,6037046
2024-12-17,260.0,269.0,260.0,268.0,3061247
2024-12-18,263.0,273.0,263.0,272.0,2929783
2024-12-19,267.5,272.0,267.0,272.0,2565681
2024-12-20,272.0,273.0,268.5,271.0,3501543
2024-12-23,274.0,278.5,273.5,277.0,3349311
2024-12-24,279.0,282.0,277.0,280.5,4328203
2024-12-25,283.0,284.0,279.0,282.0,5072534
2024-12-26,282.5,283.0,279.0,282.0,2326513
2024-12-27,281.5,281.5,276.5,276.5,2579501
2024-12-30,277.0,278.5,274.5,274.5,2315918
2024-12-31,274.0,276.0,269.0,272.5,4500183
2025-01-02,271.5,273.5,267.0,267.0,3408772
2025-01-03,269.0,274.0,267.5,273.0,3436488
2025-01-06,277.0,289.0,275.0,286.0,11697974
2025-01-07,290.0,293.5,283.5,283.5,11426586
2025-01-08,283.0,290.0,282.5,284.5,6256102
2025-01-09,284.5,285.5,276.0,276.5,4912060
2025-01-10,278.5,279.0,269.0,271.0,4820593
2025-01-13,268.0,268.0,258.5,260.0,7258748
2025-01-14,261.5,262.5,258.5,258.5,4091768
2025-01-15,260.0,260.0,248.0,248.0,9861127
2025-01-16,257.5,257.5,250.5,250.5,4745736
2025-01-17,252.5,254.5,250.0,252.0,2716028
2025-01-20,252.5,256.5,252.5,256.5,2275102
2025-01-21,257.5,257.5,253.5,255.5,1657549
2025-01-22,257.0,257.5,252.5,253.5,3161326
2025-02-03,232.0,240.5,230.0,236.0,10045854
2025-02-04,239.0,245.0,239.0,240.5,5999214
2025-02-05,243.0,252.5,242.0,251.5,3971735
2025-02-06,253.0,254.5,248.0,249.0,4216447
2025-02-07,250.0,254.0,249.0,254.0,2416064
2025-02-10,252.0,255.0,249.0,254.5,2839278
2025-02-11,257.0,262.5,256.5,257.0,3601024
2025-02-12,259.0,265.0,257.5,257.5,4660247
2025-02-13,260.5,266.0,260.5,264.0,5646329
2025-02-14,262.5,263.0,259.5,260.0,3059858
2025-02-17,266.0,266.0,260.5,261.0,2750613
2025-02-18,263.0,268.0,262.5,267.5,3777912
2025-02-19,268.0,269.0,264.5,265.5,4988232
2025-02-20,266.5,268.5,265.5,267.5,2378311
2025-02-21,266.0,269.0,265.0,269.0,1804898
2025-02-24,266.0,266.5,263.5,265.5,1930859
2025-02-25,262.5,264.5,261.0,261.5,2476768
2025-02-26,260.5,266.5,259.5,266.5,1745587
2025-02-27,267.0,267.0,258.5,258.5,3315454
2025-03-03,255.5,261.0,255.5,258.5,2791547
2025-03-04,253.5,260.5,248.0,259.0,3822245
2025-03-05,259.0,268.0,259.0,268.0,3369097
2025-03-06,270.0,273.5,268.5,272.5,5407916
2025-03-07,269.0,272.0,265.0,265.0,2885822
2025-03-10,267.0,269.5,265.5,267.0,2093492
2025-03-11,260.0,266.5,255.0,264.0,4912522
2025-03-12,265.0,269.5,261.0,262.0,4075934
2025-03-13,263.0,264.0,255.0,256.0,4410071
2025-03-14,257.0,261.5,252.0,260.0,3666448
2025-03-17,262.5,264.5,258.0,258.5,2340033
2025-03-18,259.0,265.0,259.0,265.0,2409361
2025-03-19,265.0,266.0,261.5,264.0,2804921
2025-03-20,266.0,268.5,264.5,268.0,3096145
2025-03-21,266.0,267.0,263.0,267.0,2870299
2025-03-24,269.0,269.0,264.5,266.5,2269662
2025-03-25,269.0,271.0,266.0,268.5,3390611
2025-03-26,268.5,270.0,264.5,265.0,2123131
2025-03-27,262.5,262.5,256.5,261.0,3472733
2025-03-28,260.0,260.0,254.0,257.0,2983857
2025-03-31,251.0,252.5,240.0,242.0,6389019
2025-04-01,243.5,247.0,240.5,246.5,3369502
2025-04-02,245.5,248.5,245.5,247.0,1509568
2025-04-07,222.5,222.5,222.5,222.5,1056822
2025-04-08,200.5,207.0,200.5,201.0,7482685
2025-04-09,193.0,203.5,181.0,181.0,7497633
2025-04-10,199.0,199.0,199.0,199.0,1490805
2025-04-11,180.5,202.0,180.0,202.0,9951231
2025-04-14,215.0,220.5,208.5,212.5,9822849
2025-04-15,213.5,224.5,211.5,219.5,4986663
2025-04-16,216.5,220.5,215.0,215.0,3101615
2025-04-17,213.0,220.0,213.0,219.5,3431684
2025-04-18,220.0,221.0,218.0,219.0,1355556
2025-04-21,218.0,219.0,212.5,212.5,1781449
2025-04-22,211.0,216.5,209.0,209.0,2448729
2025-04-23,215.5,221.0,214.5,220.0,3202326
2025-04-24,222.0,222.0,217.5,219.0,1993766
2025-04-25,224.5,232.0,224.5,231.0,3285880
2025-04-28,231.5,234.0,229.5,230.5,3246043
2025-04-29,230.5,233.5,227.5,233.0,2223811
2025-04-30,232.5,237.0,228.0,228.5,1988918
2025-05-02,235.0,237.0,233.0,236.0,2491521
2025-05-05,237.5,237.5,227.0,232.5,2729773
2025-05-06,234.5,242.0,232.5,239.5,2984053
2025-05-07,240.0,242.0,237.5,237.5,1725013
2025-05-08,240.5,242.5,237.5,241.5,1702145
2025-05-09,242.0,245.0,240.0,244.5,1907975
2025-05-12,248.0,249.0,245.0,249.0,2292454
2025-05-13,251.5,254.0,248.0,248.5,3444324
2025-05-14,253.0,264.0,253.0,263.0,6919778
2025-05-15,266.0,276.5,265.0,265.5,13285504
2025-05-16,266.0,267.5,260.0,260.5,5881443
2025-05-19,260.0,263.0,256.5,256.5,3057450
2025-05-20,262.0,262.0,256.5,257.0,3606675
2025-05-21,259.0,260.0,254.5,260.0,3291648
2025-05-22,258.0,259.5,253.5,258.0,3184046
2025-05-23,258.0,259.0,253.5,256.0,3536567
2025-05-26,257.5,259.5,254.0,258.5,4867186
2025-05-27,258.0,258.5,253.5,256.5,5144500
2025-05-28,265.0,272.0,264.0,270.0,13354586
2025-05-29,275.0,277.0,268.5,276.0,14389001
2025-06-02,272.0,272.0,263.5,266.0,6486535
2025-06-03,271.0,284.0,271.0,282.5,13785312
2025-06-04,289.5,291.0,281.0,287.0,13490341
2025-06-05,288.0,291.5,286.0,287.5,8176986
2025-06-06,288.5,288.5,281.0,288.0,4156945
2025-06-09,289.5,290.0,286.5,289.5,4108288
2025-06-10,290.0,290.5,279.5,287.0,18661865
2025-06-11,288.5,291.0,282.5,284.0,9857941
2025-06-12,283.5,286.5,281.5,283.0,4723228
2025-06-13,283.0,288.0,282.0,287.0,6129398
2025-06-16,285.0,285.0,282.5,283.0,3967382
2025-06-17,288.0,288.5,282.5,283.0,5794203
2025-06-18,285.0,285.0,282.5,285.0,4995898
2025-06-19,285.0,285.5,280.0,280.0,3282520
2025-06-20,283.0,283.5,277.5,280.0,4386212
2025-06-23,276.0,278.0,273.0,277.0,3373076
2025-06-24,281.0,286.0,281.0,284.0,4151022
2025-06-25,286.5,288.5,284.5,284.5,4433493
2025-06-26,287.5,288.5,284.0,284.0,3243903
2025-06-27,287.0,287.0,279.0,281.5,4123766
2025-06-30,285.5,288.0,283.0,283.0,3715866
2025-07-01,284.5,287.0,282.0,286.5,3591125
2025-07-02,284.5,285.0,281.0,281.5,4582756
2025-07-03,284.0,284.0,275.5,276.5,7870075
2025-07-04,278.0,278.5,272.0,273.0,4605058
2025-07-07,272.0,274.0,269.5,272.5,2499391
2025-07-08,273.0,274.0,271.5,274.0,1564860
2025-07-09,271.5,281.0,271.0,278.5,8084256
