date,open,high,low,close,volume
2026-04-01,31.2,31.2,30.65,30.8,13733587
2026-04-02,31.0,31.2,30.0,30.1,15067174
2026-04-07,30.6,30.65,30.05,30.15,10283470
2026-04-08,30.9,32.4,30.9,32.0,39572297
2026-04-09,32.4,32.4,31.2,31.45,14021452
2026-04-10,31.8,32.7,31.65,31.65,22114324
2026-04-13,31.65,31.75,31.3,31.6,11416796
2026-04-14,32.4,32.9,32.1,32.2,25431604
2026-04-15,32.75,33.4,32.2,32.4,33145925
2026-04-16,32.65,32.65,32.0,32.1,14405399
2026-04-17,32.4,32.6,31.7,32.3,15798128
2026-04-20,32.45,34.8,31.65,33.65,70155509
2026-04-21,32.4,33.75,32.15,32.65,55739751
2026-04-22,32.65,32.65,31.45,31.6,36451521
2026-04-23,31.65,31.9,29.55,30.35,45029772
2026-04-24,30.55,30.55,29.55,30.1,19273921
2026-04-27,30.25,30.65,29.8,30.0,17887487
2026-04-28,30.55,30.8,30.2,30.5,13416443
2026-04-29,30.8,31.05,30.5,30.75,13294512
2026-04-30,30.9,31.0,30.1,30.15,16582155
2026-05-04,30.6,32.5,30.5,31.7,57715282
2026-05-05,31.75,32.45,31.4,32.4,19916478
2026-05-06,33.0,33.25,32.25,32.6,31932815
2026-05-07,32.85,35.85,32.6,35.85,105026332
2026-05-08,36.0,36.05,32.65,33.75,116777785
2026-05-11,34.4,35.3,33.65,35.0,74486097
2026-05-12,35.3,35.3,33.7,34.5,42785355
2026-05-13,34.5,35.7,34.3,35.2,57385069
2026-05-14,35.8,36.7,34.6,35.6,68254583
2026-05-15,36.05,36.35,34.75,34.9,49836006
2026-05-18,34.55,34.8,33.1,34.7,31426553
2026-05-19,34.7,34.85,33.25,33.4,29205000
2026-05-20,33.5,33.75,32.85,33.1,21555068
2026-05-21,33.7,36.3,33.7,35.5,61994602
2026-05-22,35.7,37.1,35.3,36.5,60349986
2026-05-25,37.9,38.4,37.4,37.95,69693062
2026-05-26,38.05,38.3,36.9,37.15,41539792
2026-05-27,38.0,38.2,36.45,37.5,49093813
2026-05-28,37.5,38.1,35.8,36.0,46690473
2026-05-29,36.65,39.1,36.6,38.75,102863649
2026-06-01,39.3,41.4,38.3,39.7,114616021
2026-06-02,39.7,40.9,38.7,40.45,81787873
2026-06-03,41.55,43.4,40.7,42.7,148415791
2026-06-04,42.3,44.0,41.6,41.6,112532724
2026-06-05,41.3,41.3,38.25,39.55,70754422
2026-06-08,35.65,36.45,35.6,35.8,93563224
2026-06-09,36.35,36.7,35.5,36.5,45361586
2026-06-10,36.3,36.7,34.75,34.8,43859228
2026-06-11,34.3,34.6,33.2,34.3,31568318
2026-06-12,35.3,37.7,35.3,37.7,56774874
2026-06-15,39.05,40.7,38.75,40.0,74844979
2026-06-16,40.05,40.4,39.0,39.15,48695660
2026-06-17,39.3,39.3,38.15,38.7,36776120
2026-06-18,39.2,40.45,38.4,39.0,61750339
2026-06-22,40.05,42.25,40.05,40.75,91792161
2026-06-23,40.5,40.5,37.65,37.8,72133897
2026-06-24,37.15,38.4,36.6,38.15,27657979
2026-06-25,38.6,39.7,37.65,37.7,31695308
2026-06-26,37.6,37.6,35.35,35.4,43243213
2026-06-29,35.7,36.1,35.1,35.4,17681140
2026-06-30,35.95,37.85,35.95,37.2,26789585
2026-07-01,37.7,37.7,35.75,35.75,22078465
2026-07-02,35.3,35.7,34.9,35.55,16235948
2026-07-03,35.3,36.75,35.15,36.25,19446977
2026-07-06,36.65,38.1,36.55,36.55,29312334
2026-07-07,36.6,36.8,34.85,35.05,23569155
2026-07-08,35.5,35.65,34.1,34.85,17769829
2026-07-09,35.15,35.15,34.3,34.4,13913670
2026-07-13,34.8,35.3,33.5,33.9,18944578
2026-07-14,34.3,34.4,32.25,33.25,23420235
2026-07-15,33.8,35.45,33.8,35.0,22914892
2026-07-16,34.85,35.15,34.3,34.75,10217659
2026-07-17,33.8,34.05,32.5,32.6,28250357
2026-07-20,33.25,33.25,31.1,31.8,21523818
2026-07-21,32.3,33.3,32.05,32.95,17261551
2026-07-22,33.45,34.25,33.45,33.5,15428804
2026-07-23,33.9,34.65,33.2,33.65,15343771
2026-07-24,33.3,33.4,32.6,32.85,15476751
2026-07-27,33.45,33.75,31.9,32.65,21226767
2026-07-28,31.8,31.85,30.25,30.6,31088721
2026-07-29,30.85,30.95,28.35,29.35,42589062
2026-07-30,29.0,29.8,28.35,28.6,21256398
2026-07-31,30.45,31.45,30.25,31.45,26265054
2026-08-03,31.15,33.2,31.1,32.8,24071681
2026-08-04,32.35,34.3,32.35,33.75,22515258
2026-08-05,34.5,35.65,34.4,34.85,38467625
2026-08-06,34.65,35.0,34.05,34.25,14025243
2026-08-07,34.5,35.0,34.0,34.55,16295227
2026-08-10,35.95,38.0,35.95,38.0,74196432
2026-08-11,37.9,38.85,37.05,38.3,50213216
2026-08-12,38.5,41.0,38.3,40.0,94362185
2026-08-13,40.3,41.0,39.15,39.3,57957213
2026-08-14,40.0,40.5,38.55,39.05,41914939
2026-08-17,38.7,38.7,37.6,38.5,26788831
2026-08-18,38.3,38.5,37.0,37.1,21511050
2026-08-19,36.65,36.95,36.0,36.8,19252526
2026-08-20,37.35,38.0,36.4,36.85,17642502
2026-08-21,36.8,37.45,36.3,37.3,12911674
2026-08-24,37.8,39.4,37.8,38.1,31646041
2026-08-25,38.0,38.5,37.15,38.45,19692251
2026-08-26,38.4,39.55,38.2,39.4,27490805
2026-08-27,39.5,40.3,38.85,38.9,42075431
2026-08-28,39.45,39.65,38.65,39.0,17822420
2026-08-31,38.8,39.2,38.25,39.2,22240545
2026-09-01,39.15,39.9,38.7,38.75,16032104
2026-09-02,38.4,38.45,37.75,38.2,17612531
2026-09-03,38.3,39.25,37.6,37.6,18436265
